498164.66328 5727288.39284
497491.649829 5731529.81409
501764.714835 5721577.71886
497463.175975 5725004.00032
493161.936578 5731502.15762
495785.468075 5722962.70482
490043.657927 5732367.77587
499029.530737 5726453.77166
497084.411751 5723081.23214
493945.578061 5724859.72974
486366.158803 5730579.41256
502182.676932 5727297.47897
496348.02589 5728436.08738
499356.741575 5725649.02524
489997.115299 5728320.24907
499925.247849 5727996.41433
495782.218681 5735459.37435
498468.643508 5730727.4057
496984.295552 5734582.04012
491619.868957 5732889.01641
493945.911743 5733892.35679
488737.369835 5731379.74126
495937.00156 5724960.23135
496583.184905 5734538.18772
498020.357058 5731170.09585
496439.504445 5732758.03546
496661.715076 5720716.73832
499650.500363 5728999.65235
491085.802566 5728554.08529
494516.020924 5731560.64996
493671.281329 5735320.32065
489508.164628 5727676.98231
495261.942663 5727854.54579
487866.507266 5733566.97578
497431.731468 5727494.08586
493197.431219 5730901.13846
493150.280278 5732249.85029
499685.655145 5728143.43912
494760.806997 5725128.12003
501425.372929 5726230.02361
498270.335581 5718959.28256
500327.307238 5720025.79246
502434.954656 5725096.27857
496948.8193 5726168.80529
501105.666265 5726554.55839
499685.622592 5728145.70389
498521.063054 5730783.57118
499600.836444 5729364.54892
494625.90993 5724070.33765
496380.665587 5728373.48671
489209.114834 5730814.56815
498216.384885 5731441.30063
500131.966544 5730484.97768
497796.627541 5722804.75925
502973.241542 5727917.45922
502318.314151 5723402.59359
499274.539155 5729474.12225
494256.135211 5730913.13542
492772.911765 5727654.34985
501441.878314 5719767.04972
493004.671801 5734398.67665
500399.215274 5729765.32783
493018.453991 5733234.39626
488453.179667 5733511.2764
492225.251014 5732957.69404
500797.391337 5722105.11954
498761.895839 5730344.24117
498426.872751 5719974.56832
495264.079098 5726184.78437
500131.414174 5730485.57286
499700.548034 5719856.43668
488319.818481 5733655.25726
495754.309671 5722458.66688
499510.916734 5718611.97459
