1496.2127704 1632.85980861 507.861376044 104.943162287 6.4778690286
1956.26026556 1276.64341273 947.775396991 178.080658038 6.61676779933
2276.79411238 1058.10670672 513.396332202 51.3164357343 6.51450881693
1438.63995607 1735.63479041 805.343688418 14.5511340569 6.43745767759
1833.29887561 1325.33300936 594.169120977 78.2896830103 6.51147486354
1274.62078577 2026.87039453 354.899366378 19.7005562887 6.52788439352
1283.95782269 1933.96638955 132.057252895 127.694856555 6.54389660304
1218.19298099 1996.22524402 538.832488663 95.6791812707 6.51995730028
2416.59004345 1007.52852594 549.672713717 170.378728622 6.50098526207
2421.31648732 996.874489282 842.964760309 59.2018556096 6.70564390541
2424.91549406 1015.48208433 937.237650772 90.1468286559 6.67872181899
1029.61926227 2406.2231767 359.944716227 172.761645066 6.49617176385
1438.84857489 1766.32046621 979.810625344 153.957287555 6.59232604682
992.855100449 2499.23369889 746.078262741 43.322034226 6.45263657425
1797.73555847 1314.08464634 1055.48444798 11.1859847013 6.44496143722
1252.47426819 1990.82458647 733.670101631 0.502795160924 6.59531513973
1865.25940319 1337.05971587 453.594018637 143.089192106 6.51550085496
2440.49021612 983.172184282 162.564116289 50.1050561679 6.57933497
1802.93576935 1340.34885298 380.955931469 177.479085603 6.60881146215
1601.06563407 1513.62541608 163.007023461 150.951901993 6.67483019422
1174.07553424 2066.4829714 23.36059568 24.042371513 6.50781736028
1489.3491729 1622.71025801 128.906677705 39.9917143891 6.50926160299
1311.74109026 1876.79133742 1128.98463995 93.4889346155 6.67165559004
1489.31449396 1693.02297774 1176.50963891 104.214428139 6.48045696457
1023.47312113 2329.39207563 718.933510512 119.50333743 6.84330561378
2057.16318166 1203.67294517 438.717228207 145.033359659 6.57404903315
1153.50146695 2180.56056831 777.131054171 54.214494047 6.5515889848
1513.44990318 1647.10820895 110.02500878 125.235139107 6.59492566922
1093.80775177 2283.03499981 586.246520883 41.1457518827 6.51100914891
1349.6778664 1875.81748976 943.625434875 99.5495600703 6.50613353419
2438.62562492 989.016724325 1009.99503684 64.781367797 6.52771239237
1318.59972564 1877.96436819 587.737279975 119.876193371 6.75883716793
1718.86815686 1436.72420744 377.325128881 94.591766887 6.54656115756
2425.26691974 966.839690698 429.937200397 120.45962124 6.7349352049
2384.65321103 1048.3410189 840.722676173 177.172354237 6.60281397536
1914.94093958 1283.83386375 1230.13719055 148.727069791 6.69806005539
2199.01530911 1110.70074294 943.190817994 7.42823633758 6.48611843299
1211.16620652 1920.19515586 555.137537361 17.6174542514 6.61006885058
2174.00199507 1124.63765609 1043.23237188 24.7345026563 6.46148967553
1312.39767452 1885.01878867 302.712306831 95.1219450581 6.58401091244
1058.03006957 2235.80608931 696.716232138 115.207251545 6.62462275322
1626.20538126 1539.61745086 367.445896675 129.143836545 6.50426264719
1150.82726682 2088.89244285 982.47401793 62.0729945884 6.70821178893
1634.00126092 1497.01738961 972.076737417 177.048379921 6.72778172602
1219.97456057 2025.62034971 1188.45142345 87.631317752 6.74268806986
1827.69363716 1448.63055107 1114.49402408 141.245260429 6.49446416173
1135.54738604 2343.09963923 702.522248834 137.154035625 6.45208004206
1384.61214183 1777.33468716 1123.45362575 52.1460766116 6.57045471065
1192.35092708 2093.23068884 1154.00486751 44.3041628724 6.41689617255
1564.98274671 1610.78142988 263.706710003 7.91136359707 6.53058908524
2001.14838668 1249.53266571 132.545558645 128.839352458 6.4761566954
1756.1929144 1412.76579368 515.469357915 54.1874061942 6.53779642778
2277.90347212 1088.95453077 572.107160303 28.9669332103 6.83242573841
1733.08638803 1433.55640934 256.645231151 101.764972858 6.52085460468
2455.61558237 1010.97802654 609.566201186 37.5348186299 6.52976981915
2216.20605958 1106.94008344 1031.30871647 113.553547523 6.43723990734
1034.34130307 2418.3696689 712.565977071 31.750842375 6.63228631518
1516.0745428 1643.7236093 655.884751292 157.104081885 6.62690414007
1632.87701802 1574.46395203 1177.91187327 38.2719567176 6.52144918274
1873.41324299 1322.02221043 1.02091632174 100.310596891 6.46132282886
2026.82737856 1217.94045088 558.734685794 2.80431974578 6.64543424323
1086.83508842 2285.52081851 1020.06328216 6.83786416615 6.54800645591
1238.37764432 1899.57913276 541.820059549 17.3185528906 6.59072575705
1782.16981398 1428.39520646 248.291322308 170.880291881 6.54127387581
1308.43492669 1779.05523241 447.732317095 9.03928213071 6.55715829944
1263.22345525 1964.76000079 221.51435364 9.57098074514 6.52070842526
1238.904629 1978.10258183 524.151291967 171.454631575 6.49023605879
2015.40188402 1263.78211316 662.370208055 85.853272474 6.59708319348
1626.07776345 1491.96385944 605.874386789 163.716212218 6.45484914517
