1254.36099448 1950.81667212 618.427992229 179.745680156 6.61498161497
1063.7853799 2318.96505343 187.26772819 156.532655931 6.56769720353
2010.64753143 1225.58915371 261.132937125 123.902345682 6.59073543601
1362.93828766 1761.65703964 36.8132197296 19.6348962413 6.47478913304
1826.42380489 1376.44855103 237.808581928 20.303278153 6.53458909617
1591.10433125 1510.67969469 467.159505516 174.722792589 6.57474876886
2410.86016473 977.111320414 806.877921576 119.963478258 6.77385020774
2065.71851243 1255.43892493 867.652378952 84.0566785766 6.52499462055
1654.03325179 1517.24961834 469.121231784 9.17065361166 6.50963693436
1918.72543411 1245.61385086 595.254821541 82.4990815595 6.57700866657
1386.73270334 1785.15993373 1092.37068891 21.2891216903 6.55832223812
1747.6239726 1417.50459416 436.243606584 146.366069743 6.58306388885
1238.94230906 1884.4484934 143.472238026 15.7587522409 6.39261625629
1196.89486928 2052.06830597 1168.94764662 14.795327083 6.41058751663
2348.04323047 1043.02761478 1247.13276958 72.3780510244 6.62134871349
1382.62268576 1833.56744058 330.865931148 152.90063614 6.63191134173
1347.926054 1759.80618669 736.354605424 88.369851527 6.60401034164
1229.51296071 2062.3705207 1020.49013672 24.0617147423 6.61407694404
2231.10760832 1106.36220446 882.125719121 107.758299458 6.57757483759
1214.68965477 2036.72107589 128.033201759 173.328562358 6.51862100594
2015.83335442 1254.677194 582.059270349 100.482823899 6.5371158973
1088.17060854 2330.83231909 315.637627587 155.283817261 6.56519550131
1027.48386631 2314.26160804 571.928042108 96.8579008719 6.51757858477
1853.26309415 1369.47658227 885.534281808 38.1742465685 6.48484031616
1382.29242142 1784.81790721 487.929076425 103.693954946 6.48712751489
1157.27645619 2050.55311926 198.512100456 45.5229744946 6.45469501833
1520.79682459 1597.6270948 879.662155889 89.279493761 6.72915022693
1743.45798085 1422.33826966 971.443631511 109.735661052 6.42781288355
2042.60280496 1235.78697515 1132.75905566 38.0311201604 6.55416036401
2160.38666573 1133.48221836 45.2121286153 30.4549846578 6.84690793075
