1	0	0	0	1	3	1	1	0	0	2.27826472849e+11	9.96376400133	0.429449081421	30	30
0	1	1	1	1	1	4	1	0	0	1.06734050683e+11	18.9669695789	0.4583568573	1	1
0	2	2	0	1	1	2	2	1	0	1.81144928495e+11	12.0753103288	0.154587030411	16	16
0	2	5	3	0	0	0	3	1	0	1.93156223422e+11	11.3336968241	0.165599107742	16	16
3	1	2	2	3	2	4	3	0	0	93611992254.4	21.4233708525	0.672224998474	3	3
2	2	1	2	1	1	3	1	0	0	95709598410.6	21.057074844	0.688205003738	11	11
3	2	0	2	1	3	2	2	0	1	1.00724571119e+11	16.0216461038	0.856455087662	3	3
3	2	2	1	2	2	3	1	0	1	1.10319797741e+11	14.5369175701	0.952205896378	1	1
0	0	4	2	1	1	1	2	1	1	2.56847618381e+11	7.24599584961	0.403287887573	16	16
1	0	0	2	2	2	2	0	0	0	2.60512042951e+11	8.78345775302	0.178580999374	12	12
2	1	0	3	2	0	1	3	1	1	1.78106409802e+11	9.83400317502	0.499886989594	16	16
2	2	2	2	2	0	3	1	0	0	1.10319746001e+11	18.4914326206	0.192924976349	1	1
2	2	1	2	0	0	0	3	0	1	1.93156945922e+11	9.07510179718	0.518111944199	11	11
0	0	5	1	0	3	0	3	0	1	1.93543418744e+11	9.22621109258	0.319199085236	12	12
0	2	5	0	2	3	1	1	1	1	1.75974614955e+11	10.3192912781	0.422455072403	16	16
2	2	5	0	3	1	3	3	0	1	91945695701.3	18.1116326154	0.454290151596	12	12
0	2	4	3	2	3	2	1	0	1	1.1220217026e+11	14.6120985333	0.308176994324	1	1
2	2	2	0	0	3	0	3	1	1	1.83130345185e+11	9.64756262545	2.82582306862	124	124
1	0	0	0	0	0	2	1	1	0	2.43658902324e+11	9.42577648997	0.0619008541107	175	175
1	1	1	3	1	0	2	0	0	1	97407422264.9	16.602379096	0.274458885193	10	10
2	1	4	0	3	2	1	2	0	1	97428459031.6	16.7256491096	0.269545793533	13	13
1	0	0	3	0	2	2	0	1	0	2.46253788884e+11	9.28450001146	0.067549943924	134	134
2	0	0	1	3	1	0	3	0	0	1.93543418744e+11	11.2030008804	0.023521900177	30	30
2	1	1	0	0	2	4	0	0	0	91053168862.4	22.3493497228	0.0183081626892	13	13
2	0	0	3	0	0	4	0	0	0	2.18893932138e+11	10.2056625021	0.175952911377	30	30
2	1	2	0	1	3	3	1	0	1	95669293416.3	16.9850153069	0.466500043869	10	10
3	0	5	1	2	0	4	2	1	1	2.41221513643e+11	7.71836397715	3.43317317963	16	16
1	0	1	2	3	0	3	3	1	1	2.21486012544e+11	8.15903796049	0.48689198494	193	193
2	0	4	1	0	3	0	3	0	0	1.93543418744e+11	11.1908007661	0.189562082291	29	29
0	2	3	2	3	3	1	3	1	0	1.77751243677e+11	12.0997551285	0.164360046387	16	16
0	0	2	1	3	2	2	0	1	1	2.67984265412e+11	6.96514121643	0.411509037018	16	16
1	0	5	3	3	0	3	0	1	0	2.21485715759e+11	10.12112817	0.198698043823	193	193
2	2	1	0	1	0	2	0	1	1	1.65243911171e+11	10.5578862503	0.593174934387	161	161
2	2	1	3	3	1	2	1	0	0	95077510294.2	21.3025224701	0.183003902435	12	12
4	1	1	3	3	1	2	3	0	0	91791678319.3	21.9419256763	6.90369200706	4	4
0	1	2	2	2	0	2	1	1	0	1.83339676841e+11	11.797486051	0.163687944412	16	16
3	0	2	2	0	0	1	3	0	0	2.40309297578e+11	9.39743815924	0.255959033966	20	20
1	1	2	2	3	0	2	2	0	0	95223888240.9	21.1133909046	0.0301659107208	13	13
2	2	0	1	2	2	3	1	1	0	1.69645236761e+11	12.5578201905	2.20169997215	16	16
1	2	1	1	3	2	2	0	1	1	1.59061486405e+11	10.622538197	0.572410821915	146	146
4	0	5	0	0	2	2	1	0	0	2.1554956364e+11	10.4353368711	9.69492888451	28	28
3	2	1	1	3	2	1	3	0	0	1.00905014981e+11	19.8945215219	0.285092830658	3	3
1	1	1	1	0	2	4	0	1	0	1.48028655729e+11	14.1137958371	0.215678930283	134	134
2	1	4	0	0	0	1	2	0	1	1.00579229008e+11	16.2362973117	0.44694018364	11	11
4	1	5	2	1	3	0	2	0	1	1.93543259814e+11	9.28596708344	9.40020608902	4	4
1	1	3	1	1	2	1	1	0	0	97051017508.7	20.691319232	0.0274200439453	11	11
0	0	2	2	1	3	4	0	1	0	2.41221275224e+11	9.35119521883	0.161049842834	16	16
2	2	5	0	3	2	1	2	1	0	1.56797801718e+11	13.6888114204	0.824268817902	136	136
3	0	4	3	0	1	3	3	1	0	2.30336212673e+11	9.7994710356	3.61641907692	48	48
4	2	5	2	2	2	1	0	0	0	1.16051054724e+11	17.6206956633	7.05720901489	1	1
1	1	1	3	1	3	3	1	0	1	93249408893.4	17.1982937881	0.316830873489	12	12
0	0	3	2	3	3	1	2	1	0	2.56847618381e+11	8.88737019056	0.161384105682	16	16
0	0	3	3	2	0	2	2	0	0	2.60510747677e+11	8.85458780821	0.0236191749573	12	12
3	2	5	2	0	1	1	3	1	1	1.63403940389e+11	10.6817069506	3.84478211403	48	48
3	0	0	2	1	2	4	0	1	0	2.28382805663e+11	9.78219518704	4.12310004234	43	43
1	0	5	1	0	3	2	1	1	1	2.49460915257e+11	7.59377039378	0.513078927994	133	133
3	2	4	3	2	0	0	0	0	0	1.93156244482e+11	11.3417400225	0.206969022751	1	1
3	1	2	0	2	2	4	3	1	0	1.65167323657e+11	13.0841913178	3.32840204239	16	16
3	2	0	3	2	2	3	0	0	1	1.10319651443e+11	14.9356668553	0.271662950516	1	1
3	2	4	0	1	0	3	3	0	0	98082022335.6	20.8385033517	0.23347401619	2	2
0	0	3	2	0	0	4	2	0	1	2.47829751213e+11	7.45214855333	0.300091028214	12	12
2	1	0	0	0	0	2	1	1	1	1.65023007663e+11	10.6636735117	0.345609903336	177	177
0	1	5	1	2	2	2	1	1	0	1.83339819456e+11	11.7456118155	0.16114616394	16	16
1	1	1	0	0	3	1	1	0	0	96524289752.3	21.2264570408	0.0184760093689	11	11
2	2	3	2	0	2	2	3	1	0	1.65397566676e+11	12.8377023666	0.326964139938	136	136
3	0	0	3	2	3	4	0	1	0	2.41220249882e+11	9.45447646067	2.9898891449	16	16
4	1	5	2	1	3	1	3	0	0	96601816974.1	20.8378143942	9.0989921093	4	4
3	0	0	3	3	0	3	0	0	0	2.27965577056e+11	9.8406635061	0.256984949112	20	20
2	0	3	1	3	2	1	2	1	0	2.374202513e+11	9.43673613171	2.02348089218	136	136
3	1	2	0	0	1	0	1	0	1	1.9160887284e+11	9.32382115795	0.529484033585	3	3
1	0	3	3	2	1	0	0	1	1	1.9354254348e+11	9.14471960519	0.470067024231	16	16
2	1	4	3	1	3	4	3	0	0	93267057794.9	21.6515800726	0.186080932617	10	10
1	0	3	2	2	3	0	0	1	1	1.93543259814e+11	9.06952743415	0.451053142548	16	16
0	0	1	3	0	3	2	0	1	0	2.67982668936e+11	8.68402922597	0.164212942123	16	16
4	1	5	0	3	3	4	0	0	0	85561913597.3	23.6756121875	8.7586991787	4	4
0	1	4	3	2	0	1	0	1	1	1.7810639636e+11	9.81854457793	0.411894083023	16	16
3	0	0	2	2	0	4	2	0	0	2.47829751213e+11	9.14947801014	0.0264918804169	12	12
4	0	2	0	2	1	3	0	0	0	2.53581333372e+11	9.10441919783	9.44914388657	12	12
1	0	4	3	1	0	2	0	1	1	2.47590564044e+11	7.54230906684	0.464681863785	147	147
1	0	2	0	0	3	4	2	1	1	2.22174522772e+11	8.26541632884	0.429978132248	133	133
4	2	4	2	3	3	0	1	0	0	1.93156945922e+11	11.2834725368	9.38388895988	4	4
0	1	1	3	1	1	0	3	0	0	1.93542766055e+11	11.2464904498	0.0231988430023	1	1
0	2	5	1	3	0	2	2	1	1	1.82973871712e+11	9.63927725373	0.407100200653	16	16
1	1	4	2	0	0	4	2	0	1	91318491215.2	17.3134360242	0.34232211113	12	12
2	2	4	2	0	3	0	3	0	0	1.93156945922e+11	11.265776622	0.196642875671	10	10
4	1	2	3	1	1	4	3	0	0	88591773681.4	22.7374956589	7.02421498299	3	3
1	0	5	0	0	3	0	3	1	1	1.88066787102e+11	9.76985972148	0.466253042221	133	133
1	2	2	0	0	0	3	0	0	1	92739250302.5	17.4396478628	0.273357152939	12	12
1	0	4	2	3	3	3	2	0	1	2.16734665021e+11	8.2718935571	0.286165952682	30	30
2	1	0	1	2	0	0	1	0	1	1.93543418744e+11	9.10418781512	0.318058013916	1	1
0	1	0	0	3	2	2	0	1	0	1.81507218352e+11	12.05088589	0.0238931179047	16	16
2	2	4	3	0	0	2	3	1	1	1.65560703297e+11	10.3978247523	0.696866989136	177	177
0	0	4	3	0	3	2	2	0	1	2.60511093253e+11	7.22488565361	0.272519111633	12	12
4	2	2	3	1	1	3	1	1	0	1.4697631946e+11	14.4176886514	124.298197985	58	58
4	1	4	0	3	0	3	1	1	0	1.41297846221e+11	15.0340351374	103.827455997	64	64
4	1	0	2	1	1	3	2	1	1	1.48433962424e+11	11.4133182006	123.672889948	58	58
4	1	0	1	1	2	0	0	1	1	1.8553574108e+11	9.41035661149	125.526560068	60	60
4	2	5	1	1	0	0	3	1	0	1.84979328192e+11	11.644873092	99.7670040131	48	48
4	1	3	3	0	0	0	3	1	1	1.82882642777e+11	9.63425955663	100.243489027	64	64
4	1	3	1	0	1	0	0	1	1	1.82883619866e+11	9.44664505331	113.167548895	64	64
