3	120.0	5.0	2	1	5	1	2	1	2	1	1	1	6.35761568346
3	90.0	15.0	2	0	4	3	0	3	1	1	1	1	6.08270594611
3	120.0	5.0	1	0	3	3	2	1	2	1	1	1	5.74376078137
3	90.0	15.0	2	0	4	1	2	1	2	1	1	1	5.67999166989
3	90.0	15.0	2	0	4	1	2	1	2	3	1	1	5.66507072376
3	90.0	15.0	2	0	4	1	2	1	2	3	1	1	5.66348082916
3	120.0	5.0	2	0	4	1	2	1	2	3	1	1	5.65388455916
3	120.0	5.0	2	0	4	1	2	1	2	3	1	1	5.65382797414
3	120.0	5.0	2	0	4	1	2	1	2	3	1	1	5.65380322599
3	120.0	5.0	2	0	4	1	2	1	2	3	1	1	5.64986566298
3	120.0	5.0	2	0	4	1	2	1	2	3	1	1	5.65394854218
3	120.0	5.0	2	0	4	1	2	1	2	3	1	1	5.65027686322
3	120.0	5.0	2	0	4	1	2	1	2	3	1	1	5.65208635339
3	120.0	5.0	2	0	4	1	2	1	2	3	1	1	5.65315665075
3	120.0	5.0	2	0	4	1	2	1	2	3	1	1	5.65583284412
3	120.0	5.0	2	0	4	1	2	1	2	3	1	1	5.65400866583
3	120.0	5.0	2	0	4	1	2	1	2	3	1	1	5.65219887291
3	120.0	5.0	2	0	4	1	2	1	2	3	1	1	5.65130908788
3	120.0	5.0	2	0	4	1	2	1	2	3	1	1	5.65438726079
3	120.0	5.0	2	0	4	1	2	1	2	3	1	1	5.6535087931
3	120.0	5.0	2	0	4	1	2	1	2	3	1	1	5.65409746656
3	120.0	5.0	2	0	4	1	2	1	2	3	1	1	5.65200632902
3	120.0	5.0	2	0	4	1	2	1	2	3	1	1	5.65163192834
3	120.0	5.0	2	0	4	1	2	1	2	3	1	1	5.65252273336
3	120.0	5.0	2	0	4	1	2	1	2	3	1	1	5.6553312826
3	120.0	5.0	2	0	4	1	2	1	2	3	1	1	5.65208483
3	120.0	5.0	2	0	4	1	2	1	2	3	1	1	5.6548361097
3	120.0	5.0	2	0	4	1	2	1	2	3	1	1	5.6519150929
3	120.0	5.0	2	0	4	1	2	1	2	3	1	1	5.65411744618
3	120.0	5.0	2	0	4	1	2	1	2	3	1	1	5.65557131373
3	120.0	5.0	2	0	4	1	2	1	2	3	1	1	5.6530683069
3	120.0	5.0	2	0	4	1	2	1	2	3	1	1	5.65450402357
3	120.0	5.0	2	0	4	1	2	1	2	3	1	1	5.65476851879
3	120.0	5.0	2	0	4	1	2	1	2	3	1	1	5.65343618107
3	120.0	5.0	2	0	4	1	2	1	2	3	1	1	5.65559126874
3	120.0	5.0	2	0	4	1	2	1	2	3	1	1	5.64987460824
3	120.0	5.0	2	0	4	1	2	1	2	3	1	1	5.65406377487
3	120.0	5.0	2	0	4	1	2	1	2	3	1	1	5.65591758051
3	120.0	5.0	2	0	4	1	2	1	2	3	1	1	5.6529456926
3	120.0	5.0	2	0	4	1	2	1	2	3	1	1	5.65638683408
