489671.636 5733221.37197
496956.254791 5725342.01195
496901.961738 5730787.93052
494017.325623 5733396.24352
497838.219529 5724644.89258
499818.99006 5721063.5733
491451.917676 5732880.33385
493508.474562 5726907.1825
487146.227062 5729909.31134
491099.952566 5729907.59598
500502.133332 5727055.11592
493899.841169 5730974.21709
490124.285261 5729687.9995
498747.318035 5723330.41579
486847.388083 5731204.04808
494687.085303 5726552.50735
488531.976167 5730160.55427
497717.029296 5730053.48697
497461.991015 5730667.30564
491595.151366 5729606.22426
499604.017243 5737218.96011
488094.574558 5733302.47509
494508.795994 5733755.60853
488022.963554 5729846.97457
497121.109448 5720399.97715
499239.987773 5726886.8877
498422.270179 5726937.84767
490632.249515 5726520.40027
486507.679905 5731083.97354
491978.900996 5725404.81308
486188.600121 5731415.4962
490806.514123 5726767.3957
495655.680663 5725661.82818
488155.266573 5732379.86663
498974.269702 5722377.9115
495584.378294 5725964.73035
496854.393624 5729741.61932
497164.878818 5723774.39557
497736.147744 5726025.05954
489810.637606 5732107.34203
488325.999139 5732683.38957
497371.761051 5735849.54573
492162.603112 5728405.99046
499205.488186 5726912.28935
489143.375734 5728177.98476
500984.932759 5723040.67747
501841.916168 5723667.98215
494398.242544 5730563.59063
500801.28665 5727192.03108
500835.177663 5726476.90285
498063.343684 5734847.28659
495598.372844 5731806.47144
496299.178886 5731236.60938
487403.37105 5730482.50029
491624.958341 5731890.32295
498694.880378 5720612.58865
495400.368642 5724798.59018
494000.481139 5726625.65448
501742.32759 5725212.86207
497705.339575 5726211.76535
493831.582029 5729934.56565
493317.24716 5726780.91588
487432.811053 5731085.26642
493090.509725 5732714.35253
488272.326486 5728829.19169
501631.447902 5724184.31416
496028.333605 5726706.07289
501540.737506 5727336.13868
498993.420768 5730637.16465
498160.421461 5727597.31322
498779.153396 5735434.93702
490001.01465 5731919.59805
499877.002608 5727178.38265
500612.816785 5724448.08882
