2cob 7.7157 1.9595 0.0486
3nel 9.9521 0.0001 0.0029
3sls 9.9508 0.0 0.0746
5cob 7.5007 1.3433 0.0579
5nel 7.898 0.0 0.0972
5sls 7.5457 0.0193 0.157
5pso 7.8134 0.0 0.1245
5con 7.5997 0.0 0.2
12nel 11.6251 0.0 0.0036
