1	0	1	2	1	2	1	2	1	0	2.37231547516e+11	9.47987556982	0.380892038345	1000
1	0	1	2	1	2	1	2	1	0	2.38494358619e+11	9.43920006684	0.341318130493	100
1	0	1	2	1	2	1	2	1	0	2.37220737003e+11	9.48306467689	0.344865083694	10
1	0	1	2	1	2	1	2	1	0	2.37019663265e+11	9.48992907946	0.354836940765	1
1	0	1	2	1	2	1	2	1	0	2.3699656562e+11	9.49071474261	0.335327863693	0.1
1	0	1	2	1	2	1	2	1	0	2.36994265076e+11	9.49079301447	0.336079120636	0.01
1	0	1	2	1	2	1	2	1	0	2.36994035005e+11	9.49080084227	0.352214097977	0.001
1	0	1	2	1	2	1	2	1	0	2.36994011998e+11	9.49080162505	0.339859008789	0.0001
1	0	1	2	1	2	1	2	1	0	2.36994009698e+11	9.49080170333	0.349166870117	0.00001
1	0	1	2	1	2	1	2	1	0	2.36994009479e+11	9.49080171077	0.342257022858	0.000001
1	0	1	2	1	2	1	2	1	0	2.36994009443e+11	9.49080171200   0.340568065643	0.0000001
