0	0	0	0	0	0	0	0	0	0	1.7031899808e+11	20.8603583645	0.147422075272
0	0	0	0	0	0	0	0	0	0	1.7031899808e+11	20.8603583645	0.257531166077
0	0	0	0	0	0	0	2	0	0	1.7031899808e+11	20.8337702604	0.00711798667908
0	0	0	0	0	0	0	1	1	0	1.7031899808e+11	20.8320550907	0.275245904922
0	0	0	0	0	0	0	1	0	0	1.7031899808e+11	20.8320550907	0.281252861023
0	0	0	0	0	0	0	2	1	0	1.7031899808e+11	20.8337702604	0.0203740596771
0	0	0	0	0	0	0	0	1	0	1.7031899808e+11	20.8603583645	0.312274217606
0	0	0	0	0	0	0	2	1	1	1.7031899808e+11	18.2620566185	0.153875112534
0	0	0	0	0	0	0	1	0	1	1.7031899808e+11	18.2654614842	0.448641061783
0	0	0	0	0	0	0	0	1	1	1.7031899808e+11	18.2872722385	0.475550889969
0	0	0	0	0	0	1	0	0	0	2.33821492887e+11	15.6523973107	0.00846290588379
0	0	0	0	0	0	0	2	0	1	1.7031899808e+11	18.2620566185	0.223082065582
0	0	0	0	0	0	0	1	1	1	1.7031899808e+11	18.2654614842	0.478270053864
0	0	0	0	0	0	1	0	1	0	2.26027485469e+11	16.1340562168	0.0114049911499
0	0	0	0	0	0	1	1	0	0	2.33821492887e+11	15.6317807917	0.00611805915833
0	0	0	0	0	0	0	0	0	1	1.7031899808e+11	18.2872722385	0.526127099991
0	0	0	0	0	0	1	1	1	0	2.26027485469e+11	16.1127287874	0.0229911804199
0	0	0	0	0	0	1	2	0	0	2.33821492887e+11	15.6330301464	0.0079710483551
0	0	0	0	0	0	1	0	0	1	2.33821492887e+11	13.7781237118	0.146987915039
0	0	0	0	0	0	1	0	1	1	2.26027485469e+11	14.1951528571	0.166437149048
0	0	0	0	0	0	1	1	0	1	2.33821492887e+11	13.7622364391	0.169773101807
0	0	0	0	0	0	0	0	1	0	1.7031899808e+11	20.8603583645	0.289380073547
0	0	0	0	0	0	0	2	0	0	1.7031899808e+11	20.8337702604	0.0082368850708
0	0	0	0	0	0	0	0	0	0	1.7031899808e+11	20.8603583645	0.308490991592
0	0	0	0	0	0	0	2	1	0	1.7031899808e+11	20.8337702604	0.0217871665955
0	0	0	0	0	0	0	1	0	0	1.7031899808e+11	20.8320550907	0.346346855164
