5 1.0 3 0 3 0 0 0 11.7263477685 0.0250688225381 25.1087346077
4 30.0 1 4 1 3 1 0 8.2155796342 0.0 10.33889958
6 30.0 1 0 2 1 0 1 10.3103801271 0.0 0.517043948174
8 15.0 2 3 1 1 0 0 11.7963433344 0.0 0.548515677452
11 5.0 1 1 0 1 2 0 10.8574229324 0.0 7011.72620048
13 30.0 2 2 0 2 3 1 8.1075052831 0.0 10801.8540787
4 30.0 3 1 3 3 0 1 10.7505638947 0.00845431616886 2.02989542484
7 5.0 1 0 1 1 3 0 9.17583917594 0.0 329040.933027
9 30.0 2 1 1 2 3 1 7.97253193882 0.0 7681.49435842
3 5.0 1 0 2 1 0 0 11.9092695294 0.0 0.465102314949
5 30.0 1 1 0 1 0 0 12.2617845456 0.0 0.273869991302
3 15.0 3 1 1 0 3 1 6.95480558296 0.0 43082.8574984
3 5.0 2 1 0 2 1 0 7.29084693757 0.0 5.0837151041
3 15.0 2 1 2 2 0 1 10.5857615914 0.0 0.676104068756
4 15.0 1 4 1 1 1 0 8.04116894158 0.0 19.3046045456
7 1.0 1 1 0 0 1 1 8.63865463395 0.0 460.839138991
3 1.0 1 0 2 0 1 1 6.99470791736 0.0 230.320191043
5 1.0 2 1 0 1 3 1 8.09836246478 0.0 1386245.11038
13 5.0 3 0 0 0 1 0 9.60024573982 0.0 132.20903697
4 1.0 3 2 2 2 3 0 8.07083351809 0.0 45625.7895155
4 1.0 3 2 1 1 1 1 6.8447410143 0.0 229.144784039
3 5.0 2 0 3 0 0 1 10.2971991548 0.0331671994723 0.689956665039
5 15.0 1 0 0 1 1 1 7.63448798098 0.0 23.2631604595
3 30.0 2 1 2 0 2 1 7.68294586046 0.0 476.812371026
3 1.0 2 0 2 0 1 1 6.80991070326 0.0 260.352667996
6 1.0 2 0 2 2 1 1 7.08211654709 0.0 37.9997894125
3 1.0 2 5 1 2 3 0 7.17440638533 0.0 73563.9890624
6 30.0 2 0 1 1 1 0 8.58001398517 0.0 14.9363808451
6 1.0 2 0 0 2 3 1 7.5032644178 0.0 128404.214741
3 30.0 2 1 0 0 1 1 7.3372378992 0.0 9.76924607372
3 15.0 3 1 1 2 1 1 6.45447500498 0.0 3.8604844532
4 1.0 2 1 0 0 1 1 7.66818977044 0.0 326.894058459
3 5.0 1 0 1 1 0 1 10.1555630324 0.0 0.737434029579
3 15.0 2 5 1 1 1 1 7.24050433143 0.0 16.9396555214
10 15.0 3 1 2 1 0 0 11.8775827486 0.0 7.78702354431
5 1.0 1 0 3 0 1 0 8.52463006266 0.0119574556333 345.309437435
3 1.0 2 0 2 3 1 1 6.88737545306 0.0 261.037901351
9 1.0 2 0 1 2 3 1 7.5757193449 0.0 183485.163752
12 1.0 1 2 1 0 0 1 10.1209504609 0.0 3.76181459427
3 1.0 1 0 2 0 1 1 6.99470791736 0.0 229.275052445
3 5.0 3 0 0 0 1 1 6.80757237689 0.0 38.9197665529
3 30.0 2 0 2 1 0 1 10.3414041932 0.0 0.460318088531
12 30.0 2 3 1 3 1 1 8.49047645332 0.0 30.4858729563
6 30.0 3 5 2 0 3 1 8.32245923711 0.0 38522.2700405
3 1.0 1 5 2 2 2 1 7.30911462759 0.0 851.490115931
3 30.0 2 1 3 0 3 1 7.26179695513 0.0129420900434 33360.9478185
4 1.0 2 0 3 0 0 1 10.2822071063 0.00821296838243 1.98454451561
3 15.0 3 0 2 2 1 1 6.24439761148 0.0 3.42838403797
5 1.0 2 0 2 0 1 1 7.30689652338 0.0 390.926774974
3 1.0 2 4 2 0 1 1 6.78880798935 0.0 262.103416512
3 1.0 2 5 0 0 1 1 7.58489860548 0.0 260.985727617
11 1.0 2 0 0 0 3 1 8.74657250315 0.0 2890811.37315
5 5.0 2 0 2 3 0 1 10.3789642425 0.0 0.728790998459
13 1.0 2 4 0 0 3 1 8.88308467435 0.0 3373335.18012
3 1.0 2 0 1 1 1 1 6.68550127366 0.0 243.060135447
3 1.0 2 0 2 3 2 1 7.41467799482 0.0 13771.1965285
7 1.0 3 0 2 0 1 0 8.71198924227 0.0 383.717520437
6 1.0 3 0 2 0 0 1 10.2566606717 0.0 48.8383414745
9 1.0 3 1 1 0 1 1 8.17154764404 0.0 478.599537988
13 1.0 3 2 0 0 1 1 8.31977655909 0.0 665.939655909
13 1.0 3 1 2 2 1 0 8.73648829133 0.0 115.055006407
3 30.0 3 4 2 3 1 0 7.49599901549 0.0 7.24144756699
11 15.0 2 2 2 2 3 1 7.71517640081 0.0 17881.865337
3 1.0 2 0 2 1 0 1 10.3350115479 0.0 1.89730250835
5 15.0 3 0 0 1 2 1 7.91347406393 0.0 935.473573974
7 15.0 3 1 2 2 1 1 7.5699678825 0.0 6.89903706741
3 30.0 2 0 1 3 0 0 11.8006068873 0.0 0.119905471802
7 1.0 2 0 2 2 1 1 7.22446053459 0.0 43.2904940577
12 30.0 3 1 3 3 1 1 8.411050526 0.0420678322851 23.9941235094
3 1.0 2 0 2 1 0 1 10.3350115479 0.0 1.59937441349
3 1.0 2 0 0 0 0 0 12.291960666 0.0 1.26189601421
12 30.0 3 0 2 1 3 1 8.23615195208 0.0 70564.1996188
5 15.0 3 1 2 0 0 1 10.7642267751 0.0 3.72848296165
3 5.0 3 1 0 3 1 0 7.75999260618 0.0 42.1930954533
3 5.0 3 0 2 3 2 1 7.12422598154 0.0 1829.36954359
11 1.0 2 0 2 0 1 1 8.28803423117 0.0 780.474868874
3 1.0 1 0 2 3 1 1 7.08696781082 0.0 229.333835494
3 1.0 3 0 2 0 1 1 6.61176963169 0.0 193.24747357
3 1.0 3 4 2 0 2 1 7.07841487966 0.0 8975.42628103
5 1.0 3 4 2 1 1 1 7.04817615037 0.0 285.470438457
9 1.0 3 0 1 1 2 1 8.42077826886 0.0 21841.5012524
3 1.0 1 0 2 3 2 1 7.66580816628 0.0 12173.0860586
3 15.0 3 3 0 2 0 1 10.5303277269 0.0 2.90112411976
3 15.0 1 0 2 3 1 1 7.08129513147 0.0 16.2674905691
3 1.0 2 0 2 0 1 1 6.80991070326 0.0 260.313647935
4 30.0 2 0 2 3 3 1 7.42062980385 0.0 41640.8325024
3 1.0 2 0 2 3 1 1 6.88737545306 0.0 260.787640044
4 30.0 3 0 2 0 3 1 7.23622282885 0.0 27481.4981145
3 5.0 2 1 0 3 1 0 8.06838086241 0.0 52.2999370289
5 1.0 2 0 1 1 0 0 11.7931324265 0.0 1.68580746651
3 1.0 2 3 2 1 1 0 7.71792374134 0.0 242.961132966
8 1.0 2 3 0 3 1 1 8.43252839809 0.0 587.637304067
9 15.0 3 1 2 3 2 1 8.99571670988 0.0 1597.55391793
3 1.0 2 0 1 1 0 0 11.7931324265 0.0 1.06583940983
3 5.0 3 2 2 1 2 1 7.0258097276 0.0 1782.16404691
3 1.0 1 0 3 3 1 1 7.04205151187 0.0037310874887 228.949848544
3 1.0 3 4 1 1 0 1 10.052998211 0.0 32.1082290411
3 1.0 3 5 2 1 0 0 11.8509248231 0.0 37.4734405279
5 1.0 3 0 2 2 1 1 6.69013424261 0.0 58.6868950052
7 1.0 3 0 2 3 1 1 7.64922332849 0.0 390.270526013
7 1.0 3 1 3 1 1 1 7.97525125932 0.0105884786459 379.627203409
3 30.0 2 0 2 1 0 1 10.3414041932 0.0 0.397204518318
5 15.0 2 2 3 3 0 1 10.2630699772 0.0275591237416 0.790146589279
3 30.0 2 4 1 3 1 1 6.7663948691 0.0 9.77590140915
3 15.0 2 0 3 0 0 1 10.2778544447 0.000168313228067 0.477507591248
3 1.0 2 0 0 3 2 1 7.63990179564 0.0 13771.158984
3 1.0 2 0 3 1 1 1 6.74681367045 0.00209193906951 243.010260545
3 15.0 2 0 2 3 0 0 12.0062138392 0.0 0.20304942131
3 5.0 2 1 0 3 1 1 7.43137444845 0.0 52.6707035494
3 30.0 2 0 3 1 0 1 10.2776601997 0.00963546542201 0.33429145813
5 1.0 2 0 2 3 1 1 7.41404997041 0.0 390.481534119
8 1.0 2 0 3 3 0 1 10.3319346809 0.0132509057346 2.91181755066
4 1.0 2 5 3 3 1 1 7.79841636553 0.0392824285142 327.057984465
3 30.0 1 0 3 1 1 1 6.91047981543 0.0170738978506 8.19160050488
6 1.0 2 0 1 0 3 1 7.74197823141 0.0 1686367.19257
9 1.0 2 0 2 0 1 1 8.11139960584 0.0 650.505540834
9 1.0 2 4 2 3 0 1 10.3976095822 0.0 4.58997499943
3 1.0 2 0 2 0 1 1 6.80991070326 0.0 259.624622056
11 1.0 2 0 2 3 1 1 8.43888334873 0.0 777.386054973
12 5.0 3 2 2 3 1 0 9.35655033302 0.0 125.083501512
3 1.0 3 0 1 1 1 1 6.51624441696 0.0 183.391162917
