6 15.0 2 0 0 0 3 0 8.65377220073 0.0 10200.1787499 1.0
10 30.0 2 2 1 1 0 0 11.5904477844 0.0 0.318749904633 1.0
13 15.0 0 0 2 0 1 1 7.12896660327 0.0 1.52974997568 1.0
19 15.0 2 1 1 1 0 1 9.40091740648 0.0 1.65980000496 1.0
23 5.0 1 0 0 2 0 0 11.7033499928 0.0 0.980249941349 1.0
14 15.0 2 4 2 0 3 0 9.3542612618 0.0 23640.76825 0.5
10 5.0 1 3 3 3 1 0 8.82755784626 0.0534587709939 18.1660001297 1.0
15 1.0 2 1 3 1 0 1 9.60050697555 0.0847165655488 9.09849995375 1.0
17 5.0 3 1 3 1 2 1 8.09230561996 0.035409069543 489.265400003 1.0
