3.01484566053 0.00344103185172 0.0 [2, 0, 1, 0, 0, 1, 3, 1, 1, 1]
3600.16398711 0.00237678462811 0.0 [2, 0, 0, 3, 0, 0, 1, 3, 0, 1]
0.144491100311 0.0349415091253 0.0 [2, 0, 0, 0, 0, 0, 3, 0, 1, 1]
0.13520971934 0.0820643516907 0.0 [2, 0, 0, 1, 1, 0, 3, 0, 0, 1]
0.149776077271 0.0162333209021 0.0 [2, 0, 0, 3, 3, 0, 3, 2, 1, 1]
0.131012737751 0.132018161768 0.0 [2, 0, 0, 1, 0, 0, 3, 0, 0, 1]
0.167579698563 0.0122165633037 0.0 [2, 0, 0, 0, 1, 0, 3, 1, 1, 1]
0.129961490631 0.328246728751 0.0 [0, 0, 0, 0, 3, 0, 3, 2, 1, 1]
0.12487206459 0.371884584162 0.0 [0, 0, 0, 0, 0, 0, 3, 0, 0, 1]
0.207286775112 0.0111533615358 0.0 [2, 0, 0, 3, 3, 0, 3, 0, 1, 1]
0.00949827829997 1.26714816211 0.0 [0, 0, 0, 0, 2, 0, 3, 0, 1, 0]
0.00953278541565 0.980060117054 0.0 [0, 0, 0, 1, 3, 0, 3, 0, 0, 0]
0.00883498191833 3.29248231514 0.0 [0, 1, 0, 1, 0, 0, 0, 0, 0, 0]
0.00862121582031 3.33594319434 0.0 [0, 2, 0, 1, 0, 0, 0, 1, 0, 0]
0.00389213562012 3.62570152425 0.0 [0, 2, 0, 0, 0, 0, 0, 0, 0, 0]
0.0079425573349 3.45634134721 0.0 [0, 0, 0, 3, 0, 0, 0, 0, 0, 0]
