9	120.0	90.0	1	1	5	1	0	1	4	2	1	1	0.276764774323
9	120.0	120.0	2	2	5	1	1	1	2	2	1	1	0.267594861984
3	120.0	90.0	2	2	1	1	2	2	2	2	1	1	0.208121442795
9	120.0	90.0	1	2	4	2	0	2	2	1	1	1	0.208193540573
3	180.0	180.0	1	2	4	2	2	2	2	2	1	1	0.167712986469
21	120.0	90.0	1	1	4	2	2	2	4	2	1	1	0.204384028912
3	120.0	90.0	2	0	1	3	1	3	2	2	1	1	0.152067343394
3	120.0	90.0	1	1	4	2	2	3	2	2	1	1	0.173200726509
3	120.0	90.0	1	1	1	2	3	1	2	2	1	1	0.157692670822
3	120.0	120.0	2	1	4	2	2	1	2	2	1	1	0.148603995641
3	120.0	90.0	1	0	4	3	2	2	1	2	1	1	0.175442278385
3	120.0	90.0	2	0	5	2	0	2	3	2	1	1	0.14639433225
3	120.0	90.0	2	2	5	1	2	2	1	2	1	1	0.191168737411
3	120.0	120.0	1	2	5	3	2	2	4	2	1	1	0.194685602188
3	120.0	90.0	2	1	5	2	3	2	1	2	1	1	0.183349752426
8	120.0	120.0	1	0	1	2	2	2	2	2	1	1	0.15575114886
3	120.0	120.0	1	1	5	3	2	2	4	2	1	1	0.179054641724
3	120.0	120.0	1	2	5	2	2	2	1	2	1	1	0.173958837986
3	120.0	120.0	1	2	4	3	2	2	2	2	1	1	0.16343832016
3	120.0	120.0	2	1	5	3	2	2	1	2	1	1	0.175602197647
2	120.0	120.0	1	2	5	3	2	3	2	2	1	1	0.17394452095
3	120.0	120.0	2	1	5	1	2	2	1	2	1	1	0.145828882853
3	120.0	90.0	1	2	5	3	2	2	2	2	1	1	0.143224318822
3	120.0	120.0	1	2	4	2	2	2	1	2	1	1	0.14516655604
3	120.0	120.0	1	1	1	2	2	2	2	2	1	1	0.149490356445
2	120.0	120.0	1	2	5	3	2	2	1	2	1	1	0.166819651922
3	120.0	120.0	1	2	5	3	2	2	4	2	1	1	0.171640078227
3	120.0	120.0	1	2	2	3	2	2	2	2	1	1	0.147181034088
2	120.0	120.0	1	1	5	3	2	2	2	2	1	1	0.154468476772
3	120.0	90.0	1	1	5	3	2	3	4	2	1	1	0.172015984853
2	120.0	120.0	1	2	5	3	2	2	1	2	1	1	0.153828263283
3	120.0	120.0	1	2	4	3	2	2	1	2	1	1	0.15881228447
3	120.0	120.0	1	2	5	1	2	1	2	2	1	1	0.179275798798
3	120.0	120.0	1	1	1	2	2	2	2	2	1	1	0.167766690254
3	120.0	120.0	1	2	4	3	2	1	3	2	1	1	0.179579401016
3	120.0	120.0	1	1	2	3	2	2	2	2	1	1	0.148740053177
3	120.0	90.0	1	2	5	3	2	2	3	2	1	1	0.148980061213
3	120.0	120.0	1	2	5	3	2	3	2	2	1	1	0.143040021261
2	120.0	90.0	1	1	5	3	2	2	1	2	1	1	0.146752039591
3	120.0	120.0	1	0	5	3	2	2	3	2	1	1	0.152225017548
