 501342.44271928  5718446.07183128
 501284.78531476  5716566.40527058
 502935.21883139  5727747.64692052
 502096.08466775  5725958.31092907
 501838.42726322  5724078.64436838
 501099.29309958  5722389.30837693
 500941.63569506  5720609.64181623
 500102.50153141  5718820.30582478
 501595.27764352  5728021.88091403
 500656.14347988  5726332.54492258
 500598.48607535  5724452.87836188
 499759.35191171  5722763.54237043
 499501.69450719  5720883.87580973
 498762.56034354  5719194.53981828
 500412.99386017  5730275.78146822
 500155.33645565  5728396.11490753
 499416.20229201  5726806.77891608
 499258.54488748  5724827.11235538
 498319.41072384  5723137.77636393
 498161.75331932  5721258.10980323
 498973.0526723   5730650.01546173
 498815.39526778  5728770.34890103
 497976.26110414  5727081.01290958
 497818.60369961  5725201.34634888
 496979.46953597  5723512.01035743
 496821.81213145  5721632.34379673
 499469.03721624  5736282.58799882
 498629.9030526   5734593.25200737
 497633.11148443  5731024.24945523
 497475.45407991  5729144.58289453
 496636.31991627  5727455.24690308
 496478.66251174  5725575.58034238
 495639.5283481   5723886.24435093
 495481.87094358  5722006.57779024
 498129.09602837  5736656.82199232
 497289.96186473  5734967.48600088
 497132.30446021  5733087.81944018
 496293.17029656  5731398.48344873
 496135.51289204  5729518.81688803
 495296.3787284   5727829.48089658
 495138.72132387  5725949.81433588
 494299.58716023  5724260.47834444
 495950.02067686  5735341.71999438
 495792.36327234  5733462.05343368
 494953.22910869  5731772.71744223
 494795.57170417  5729893.05088153
 493956.43754053  5728203.71489008
 493798.780136    5726324.04832939
 492959.64597236  5724634.71233794
 494610.07948899  5735715.95398788
 494452.42208447  5733836.28742718
 493613.28792082  5732146.95143573
 493455.6305163   5730267.28487503
 492616.49635265  5728577.94888359
 492458.83894813  5726698.28232289
 493112.4808966   5734210.52142068
 492273.34673295  5732521.18542923
 492115.68932843  5730641.51886854
 491276.55516478  5728952.18287709
 491118.89776026  5727072.51631639
 491772.53970873  5734584.75541418
 490933.40554508  5732895.41942274
 490775.74814056  5731015.75286204
 489936.61397691  5729326.41687059
 489778.95657239  5727446.75030989
 489593.46435721  5733269.65341624
 489435.80695269  5731389.98685554
 488596.67278904  5729700.65086409
 488253.52316934  5733643.88740974
 488095.86576482  5731764.22084904
 487256.73160117  5730074.88485759
 486755.92457695  5732138.45484254
 485415.98338908  5732512.68883604
 495064.34529276  5732753.91566045]
