1	2	4	3	1	3	3	0	1	0	1.5254510688e+11	13.8982698853	0.595690011978
0	2	0	2	1	0	0	0	1	1	1.93156945922e+11	9.15474364891	0.607522010803
1	0	3	1	1	1	2	2	0	1	2.2280860577e+11	8.0603996004	0.758873939514
2	2	3	2	2	3	1	3	0	1	1.16051054724e+11	13.9554744887	0.889516115189
2	0	3	2	2	2	1	0	0	1	2.65704397271e+11	7.0637834677	0.449497938156
2	1	2	1	0	2	3	3	0	1	95276554801.6	16.5311027203	0.764446973801
2	2	1	3	0	0	3	1	0	0	95726560362.4	21.2697240268	0.224807977676
2	2	5	1	2	2	3	0	1	1	1.69645236761e+11	10.361344482	2.36826014519
3	1	5	3	0	0	4	2	1	0	1.53937420399e+11	13.7688815978	3.5684568882
3	0	5	0	2	3	4	3	0	0	2.45353040411e+11	9.37249166324	0.250758886337
1	1	5	2	1	0	1	3	1	0	1.6080083117e+11	13.1957800306	0.197841882706
3	2	0	2	1	2	1	0	1	0	1.6431571014e+11	12.9396363283	4.08614206314
2	2	3	3	0	3	1	0	0	0	99811676344.0	20.2882290086	0.185736894608
3	0	1	1	3	0	2	1	1	1	2.47408305941e+11	7.43621048279	3.53667902946
2	2	0	2	1	1	1	1	1	0	1.62413935994e+11	13.1005069553	1.80615401268
4	1	5	3	0	0	2	3	0	1	94014197453.3	17.3450723438	7.6278731823
2	0	1	3	0	3	3	1	1	1	2.29720895318e+11	7.96772575962	2.69378995895
1	0	2	1	2	2	1	3	0	0	2.65704674846e+11	8.60138582829	0.0292031764984
0	1	4	3	2	1	0	3	0	0	1.93542892193e+11	11.2502168282	0.0236999988556
1	2	0	3	0	2	3	0	0	1	90506863090.9	17.7427387921	0.264236927032
4	2	4	3	0	3	3	3	0	0	89871209048.7	22.4516371798	8.80310583115
4	0	5	2	1	1	4	0	0	0	2.08987347686e+11	10.533746988	9.23610496521
2	0	3	2	0	1	1	0	0	1	2.3296826385e+11	7.81865157367	0.464845895767
2	2	1	3	3	3	0	2	0	1	1.93156352964e+11	9.17728852367	0.434247016907
4	1	1	3	2	3	2	3	0	0	1.12426494796e+11	18.3262490333	6.88356304169
0	2	4	1	3	0	0	2	0	0	1.93157104535e+11	11.2132835825	0.0244801044464
2	1	4	2	1	2	3	0	1	1	1.55675667346e+11	10.8573607079	2.21897101402
1	0	0	2	1	0	4	0	0	0	2.16251694682e+11	10.2364728475	0.0218360424042
3	2	3	2	3	0	3	2	0	1	96589444052.6	16.4836725434	0.497143030167
3	0	0	3	2	2	1	1	0	0	2.6570358807e+11	8.67651100249	0.239622116089
4	0	1	1	2	2	3	0	0	1	2.56141306391e+11	7.23482306964	9.39843797684
2	2	4	2	3	1	0	3	0	0	1.93156945922e+11	11.2360409599	0.0403211116791
0	2	2	0	1	0	3	0	0	1	1.09216888943e+11	15.0626125383	0.268269062042
2	1	5	1	2	2	2	2	1	0	1.83339819456e+11	11.7235386753	0.186592817307
1	1	5	0	1	0	1	3	1	0	1.59193554536e+11	13.5186766194	0.185950040817
0	0	4	0	1	2	1	3	0	1	2.63049179497e+11	7.25941168897	0.310955047607
3	2	3	0	2	1	2	1	1	0	1.81144928495e+11	12.0974276152	3.17106795311
4	1	3	1	1	0	1	0	0	1	97316729798.5	16.2646078659	7.28265190125
1	1	1	0	1	0	3	1	0	1	94305928587.1	17.2606885503	0.309120893478
1	0	1	2	2	3	3	0	1	1	2.44180287421e+11	7.54565974104	0.421538829803
0	0	4	2	1	0	4	3	1	1	2.41221275224e+11	7.60687902664	0.470226049423
2	0	0	1	0	3	4	1	0	1	2.18039550373e+11	8.2705728923	0.466967821121
3	0	1	3	2	2	4	1	0	0	2.47829435285e+11	9.24607047479	0.246862888336
0	1	0	1	3	0	2	3	1	0	1.83339819456e+11	11.7202533484	0.0326199531555
1	2	0	1	0	1	2	0	0	0	93683740573.5	21.3240869141	0.0199749469757
1	2	3	1	0	1	3	2	0	1	91422291605.1	17.2238958862	0.294965982437
4	0	2	0	2	1	0	0	0	0	1.9160887284e+11	11.5043528868	9.00909113884
1	0	4	0	2	3	3	1	0	0	2.53581333372e+11	9.12285531886	0.017874956131
2	1	2	1	3	2	1	1	1	1	1.59609883652e+11	10.5677852455	2.31741786003
3	1	1	3	3	1	3	0	1	0	1.5463710248e+11	13.7798531226	4.0171880722
1	0	2	0	2	0	2	0	1	0	2.65306065302e+11	8.77649621033	0.16904091835
1	0	0	0	1	3	0	0	1	1	1.88066787102e+11	9.54967302177	0.300337076187
1	0	3	0	3	2	0	3	0	0	1.9160887284e+11	11.4823377561	0.0201580524445
3	2	1	1	3	3	0	3	0	0	1.93157104535e+11	11.1919584827	0.295481920242
1	0	3	3	0	1	3	3	1	1	2.25492148546e+11	8.13589730309	0.49178814888
3	2	1	1	2	1	3	3	0	0	1.10319797741e+11	18.3322200306	0.212955951691
3	0	1	0	2	1	4	2	0	1	2.45353040411e+11	7.66889163873	0.487774848938
2	0	1	0	0	0	0	3	0	1	1.9160887284e+11	9.31556468528	0.461138010025
4	1	1	0	0	3	0	2	0	1	1.9160887284e+11	9.34572154878	9.2045519352
2	1	3	0	0	0	4	3	0	0	92290644468.9	22.0419406987	0.176384925842
3	0	0	2	0	3	0	1	0	1	1.93543259814e+11	9.15332723149	0.582800865173
2	1	3	0	2	1	0	1	1	0	1.9160887284e+11	11.5287518412	1.8485019207
4	2	3	1	2	1	2	3	1	0	1.82973871712e+11	11.7560725731	114.540207863
0	2	1	0	3	2	0	2	0	0	1.9122642e+11	11.5274896647	0.0156571865082
4	0	5	0	2	2	4	3	1	0	2.38810631061e+11	9.5520479847	116.215107918
2	2	0	3	3	0	4	0	1	1	1.482835416e+11	11.461662659	0.465442895889
2	0	1	0	1	0	1	1	0	1	2.34622642249e+11	7.94513321515	0.29971408844
2	2	5	1	3	0	2	2	0	1	96066264066.5	16.8359635633	0.279480934143
1	1	3	0	0	0	3	0	0	0	93656053930.4	21.7750250531	0.0180089473724
0	0	3	0	2	3	4	0	0	0	2.45353040411e+11	9.35326735019	0.0172181129456
0	1	4	3	3	3	0	2	1	1	1.93543128784e+11	9.08643232979	0.404428958893
3	1	3	3	3	2	0	2	0	1	1.93542848342e+11	9.13787238968	0.4738240242
1	0	3	0	0	1	2	0	0	1	2.19168347099e+11	8.37092696008	0.289413928986
0	2	2	1	2	3	2	0	0	0	1.12202390084e+11	18.0825810203	0.0242781639099
0	2	0	3	2	3	2	1	1	1	1.82973055718e+11	9.69552777971	0.312143087387
4	1	2	1	0	1	1	0	1	1	1.54300676075e+11	10.8559772442	131.526371956
3	1	1	1	2	2	0	3	1	1	1.93543418744e+11	9.0346812539	3.4051091671
4	1	4	0	0	0	1	1	0	0	95493860975.1	21.4373281164	0.0222058296204
4	1	0	3	0	3	2	1	1	1	1.59849134706e+11	10.795038409	139.915420055
4	0	0	1	1	3	3	3	1	0	2.21726924627e+11	9.99140050247	141.949440956
0	1	4	0	0	0	2	0	1	1	1.81507218352e+11	9.7422495246	0.401010990143
4	2	4	1	1	0	3	2	1	1	1.46187720552e+11	11.3821895719	112.441787958
4	2	2	2	3	2	2	3	0	1	90297031001.1	17.4010103606	7.26808404922
0	2	4	1	0	1	1	1	1	1	1.77751377998e+11	9.67660506641	0.549954891205
0	0	3	0	2	2	3	1	0	1	2.53581333372e+11	7.47485754503	0.312509059906
1	2	3	3	0	2	1	1	0	1	95196595127.9	16.942047253	0.382333993912
2	1	3	2	1	3	4	1	0	0	93267227446.7	21.564390205	0.0508661270142
0	1	5	1	0	3	1	1	0	1	1.16283214203e+11	14.2649471448	0.319058895111
0	2	4	3	3	1	0	0	0	0	1.93156374652e+11	11.3069065788	0.0233640670776
0	1	5	3	3	3	1	1	1	0	1.78106052823e+11	12.2326496042	0.193286895752
3	0	2	3	2	3	1	0	1	1	2.56846521952e+11	7.3473431501	3.39692997932
2	1	2	0	3	3	0	0	1	0	1.81055579815e+11	12.0767452979	2.3304309845
4	1	2	0	0	2	4	0	0	1	86680123184.0	18.5409868333	0.269973039627
4	0	1	3	2	1	3	0	0	1	2.56140816101e+11	7.3170906906	9.18849396706
0	1	2	2	1	1	0	0	0	0	1.93543259814e+11	11.2399133788	0.0271430015564
4	2	3	2	2	3	0	1	0	0	1.93156945922e+11	11.2834725368	0.0335199832916
2	0	3	2	0	3	2	2	1	0	2.52037414421e+11	9.02484547132	0.350816965103
1	1	5	2	2	0	4	3	0	0	1.06734002349e+11	18.9853531196	0.0299189090729
4	2	1	0	1	1	2	0	0	1	92004269354.5	17.6324175158	7.39790797234
0	1	4	1	2	0	3	0	0	0	1.10540437336e+11	18.3291279012	0.0312089920044
3	1	3	3	0	0	4	3	0	0	95755863972.0	21.1388528541	0.255563020706
3	1	2	2	1	0	4	2	0	0	96474148202.3	20.8615990526	0.0397520065308
0	1	4	0	1	3	3	3	0	1	1.0943532272e+11	15.0604525634	0.370820045471
1	2	5	1	3	1	0	1	1	0	1.82172850406e+11	11.8100634243	0.238837003708
3	2	3	3	1	2	0	2	0	0	1.93156603489e+11	11.3304199891	0.251976966858
