4 5.0 0 2 2 3 3 0 8.01533147271 0.0 601.575999975
4 15.0 1 2 0 1 3 0 8.65663354442 0.0 70681.5805
5 30.0 2 4 0 1 0 1 10.4290180464 0.0 1.75100004673
12 15.0 0 5 2 0 3 1 8.46606629272 0.0 1561.78600001
8 30.0 2 0 3 1 3 0 9.2169214412 0.041084690911 72840.3425001
8 15.0 1 2 3 1 0 0 11.800563721 0.02850345251 0.344999909401
11 30.0 2 0 1 0 1 0 9.31324206069 0.0 27.0720000086
2 1.0 1 0 0 3 2 0 7.2514380253 0.0 9147.46250003
6 15.0 2 5 1 0 2 1 8.80018924138 0.0 1630.57099998
9 1.0 2 2 1 2 2 0 9.07749260812 0.0 2630.82849998
12 1.0 0 5 0 0 0 1 10.9142497994 0.0 2.32000005245
4 15.0 2 4 3 3 2 0 8.95200599324 0.041322588463 1164.67349998
5 1.0 1 5 1 0 2 1 8.69985069421 0.0 18294.2220001
8 5.0 0 0 0 3 1 1 7.3250453504 0.0 0.698499930382
11 15.0 3 4 2 0 1 0 9.09697908557 0.0 42.8930000029
3 5.0 0 4 1 2 1 1 6.04000414625 0.0 0.886499979973
5 30.0 2 3 0 0 1 0 8.52801301991 0.0 13.6180000486
7 30.0 2 0 1 2 0 1 9.75882429294 0.0 0.366000056267
7 30.0 0 0 1 3 1 1 6.99407775 0.0 0.580000120163
9 1.0 1 2 1 0 3 1 8.13321609702 0.0 2137329.611
6 30.0 2 4 2 1 1 1 7.43457914036 0.0 15.2935000477
4 30.0 2 2 1 0 3 0 8.26030490678 0.0 41640.2725
2 15.0 2 5 1 1 1 0 6.21567064983 0.0 12.5749999409
11 30.0 2 4 2 0 2 1 8.76449235439 0.0 1426.77900009
11 30.0 3 2 1 2 1 0 8.47710439453 0.0 5.58649985313
6 30.0 0 5 1 0 2 1 8.07863098443 0.0 12.3459999886
6 5.0 3 2 3 0 1 0 8.45669446234 0.0273588802564 72.2404999132
5 1.0 1 0 1 0 1 0 8.39445312314 0.0 346.870000069
11 1.0 0 1 1 1 1 0 8.47074596688 0.0 2.49799996281
8 15.0 3 2 2 1 3 0 8.95038452564 0.0 97686.2
4 30.0 3 4 2 2 0 0 11.5660891931 0.0 1.37450003624
10 1.0 2 0 2 0 1 1 8.04000611481 0.0 717.299999995
6 30.0 0 4 3 2 3 0 8.20841158369 0.00209852550058 840.062000036
10 30.0 2 0 1 1 2 0 9.99260642811 0.0 1251.76400006
5 30.0 3 3 2 0 0 1 10.1948093452 0.0 1.86250007153
12 5.0 3 1 0 3 2 1 9.45239342009 0.0 5946.66900009
5 30.0 3 0 2 0 0 1 10.0704828085 0.0 1.81500005722
7 1.0 1 5 3 1 0 1 10.779730936 0.0159039020609 4.51750004292
6 15.0 1 2 3 1 2 0 9.61000219196 0.038634145344 1411.01449994
