1	1	5	0	1	3	2	3	0	0	94520399127.6	21.6274746542	0.438419818878	12	12
1	2	0	0	1	2	4	1	0	0	87168713114.6	23.3238722533	0.494759082794	11	11
0	2	4	2	2	1	4	3	1	0	1.6650189188e+11	12.7641479883	0.565280199051	16	16
0	2	0	3	1	2	0	3	0	1	1.93156428852e+11	9.21581628429	0.632550954819	1	1
1	0	2	3	1	3	3	3	0	1	2.21442064644e+11	8.16795381	0.779404163361	30	30
2	0	5	0	3	1	2	1	0	1	2.22174239173e+11	8.49376765829	0.930715084076	30	30
1	0	5	0	2	1	1	0	0	1	2.63049179497e+11	7.42646901522	0.435597896576	12	12
3	0	1	0	2	2	4	2	0	1	2.45353040411e+11	7.67026286632	1.00475096703	12	12
3	0	2	0	1	0	4	0	0	1	2.23141575742e+11	8.23228406176	0.648510932922	16	16
1	0	3	0	3	3	1	1	1	0	2.34535442625e+11	9.72692442858	0.346706867218	138	138
1	1	4	3	2	2	4	0	1	1	1.66834678521e+11	10.3772922707	0.564718008041	16	16
1	2	3	2	3	2	3	2	1	0	1.47365887583e+11	14.2388075187	0.359750032425	146	146
0	1	2	2	2	0	3	3	1	1	1.69984404641e+11	10.0517811556	0.60903096199	16	16
1	0	5	2	1	0	4	2	0	0	2.16251694682e+11	10.2395959292	0.186882019043	28	28
3	0	0	2	1	3	0	1	0	1	1.93543259814e+11	9.15332723149	0.614018201828	20	20
0	2	3	0	1	3	2	1	1	1	1.81144928495e+11	9.79042693707	0.593139886856	16	16
0	0	4	0	0	3	0	0	1	0	1.9160887284e+11	11.5043528868	0.304552078247	16	16
0	2	0	3	3	1	2	0	1	0	1.82973183741e+11	11.8711394459	0.0317811965942	16	16
0	0	2	2	0	3	2	2	1	0	2.6798397153e+11	8.58803337165	0.31835603714	16	16
1	1	4	2	3	2	2	1	1	0	1.60488296369e+11	13.2374865363	0.351281166077	146	146
1	2	2	0	0	2	2	3	0	0	91870827211.8	22.2095210347	0.175359010696	13	13
0	2	2	2	0	2	4	0	0	1	1.06520960428e+11	15.0592444619	0.429480075836	1	1
2	2	3	3	0	2	2	3	1	0	1.65397017395e+11	12.938551229	2.12966418266	136	136
1	2	0	1	1	2	1	0	0	1	95989214495.7	16.6179632813	0.422944784164	11	11
2	2	4	0	1	3	4	2	0	0	91548954434.2	22.2447405983	0.328723907471	10	10
2	1	3	3	0	2	4	1	1	0	1.51725723967e+11	14.0676428056	2.11964488029	136	136
3	2	4	2	0	0	0	1	0	0	1.93156945922e+11	11.2834725368	0.370347976685	3	3
3	2	2	1	1	3	1	2	1	0	1.64972315955e+11	12.8412912991	4.29948806763	46	46
3	2	3	2	0	1	0	1	1	1	1.88250285709e+11	9.29003290709	4.05653810501	48	48
1	0	0	0	2	0	1	0	0	0	2.63049179497e+11	8.8373459682	0.165832996368	12	12
3	2	4	2	1	1	0	0	1	1	1.88250285709e+11	9.26715299996	4.38972997665	42	42
0	1	2	2	3	2	2	1	0	1	1.12426741236e+11	14.3806376394	0.463694095612	1	1
0	1	4	2	2	3	3	3	0	1	1.10540385493e+11	14.5913887448	0.478759050369	1	1
0	0	5	1	1	1	1	2	0	0	2.65704674846e+11	8.61147230275	0.183040142059	12	12
4	2	0	1	1	3	1	0	0	0	95383844572.2	20.9740277998	9.09450602531	4	4
3	1	1	3	0	3	3	1	1	0	1.57517678725e+11	13.5880818262	3.92012500763	48	48
1	1	2	2	2	0	0	2	1	0	1.93543259814e+11	11.243402893	0.330890893936	16	16
2	0	0	2	3	2	0	2	1	1	1.88453385256e+11	9.34726523896	2.08014297485	136	136
0	1	2	0	3	2	1	1	0	1	1.15120702708e+11	14.3997095429	0.45015501976	1	1
4	2	1	2	3	3	1	2	0	1	92747420829.1	17.1202927461	9.13749980927	4	4
4	1	2	3	1	1	3	3	0	1	91772226777.4	17.3662638287	7.47959899902	3	3
3	0	3	0	0	2	4	2	1	0	2.24967898114e+11	10.0511599733	3.78292489052	48	48
1	1	5	0	0	3	4	1	1	1	1.48702580564e+11	11.9029639913	0.612581014633	133	133
2	0	0	2	2	3	3	3	1	1	2.44180287421e+11	7.59823514198	2.69560599327	16	16
1	1	3	3	1	3	4	0	0	1	90003988441.6	17.7505267169	0.447602033615	12	12
0	2	3	0	0	3	2	0	1	1	1.81144928495e+11	9.77585966338	0.573824167252	16	16
0	2	1	0	0	2	0	3	0	0	1.9122642e+11	11.5222336645	0.172498941422	1	1
3	2	3	0	1	3	3	1	1	1	1.55883136842e+11	11.1040876333	4.6579220295	46	46
4	2	2	1	2	0	0	0	0	0	1.93157104535e+11	11.2097870893	7.11646294594	1	1
3	1	3	3	3	0	4	1	1	0	1.51223164112e+11	14.1180242536	3.42054009438	48	48
0	2	3	2	1	0	2	0	0	0	1.12202336563e+11	18.1673441801	0.183428049088	1	1
