100	100	3.6541835820	5.7951011059	6.6351146506	0.1815440655
100	200	3.6303903647	5.7610695220	6.6271381701	0.2443931103
100	300	3.6235232929	5.7490938812	6.6259353872	0.3612799644
100	400	3.6195652717	5.7093840785	6.6255967436	0.4746360779
100	500	3.6167210962	5.7043102120	6.6254623257	0.5863580704
100	600	3.6144985901	5.6986842793	6.6253976946	0.7134950161
100	700	3.6126902640	5.6774396267	6.6253626383	0.8279309273
100	800	3.6111826832	5.6748755147	6.6253420024	0.9500501156
100	900	3.6099040424	5.6726334546	6.6253291250	1.0802209377
100	1000	3.6088050082	5.6595582201	6.6253207366	1.2061281204
100	1100	3.6078499676	5.6590117628	6.6253150946	1.3928170204
100	1200	3.6070123405	5.6585763059	6.6253112083	1.5035738945
100	1300	3.6062717928	5.6495890633	6.6253084846	1.6246979237
100	1400	3.6056124617	5.6499293900	6.6253065534	1.7131919861
100	1500	3.6050217721	5.6502534623	6.6253051756	1.9254591465
100	1600	3.6044896180	5.6435134908	6.6253041917	2.0536110401
100	1700	3.6040077805	5.6442119930	6.6253034931	2.2022240162
100	1800	3.6035695058	5.6448527303	6.6253030039	2.2872259617
100	1900	3.6031691919	5.6394912586	6.6253026701	2.5024440289
100	2000	3.6028021531	5.6403265220	6.6253024527	2.6478478909
100	2100	3.6024644405	5.6410950500	6.6253023233	2.7593388557
100	2200	3.6021527026	5.6366540207	6.6253022607	2.8044779301
100	2300	3.6018640770	5.6375295604	6.6253022489	3.0417320728
100	2400	3.6015961048	5.6383405930	6.6253022758	3.2257089615
100	2500	3.6013466617	5.6345540344	6.6253023323	3.3799099922
100	2600	3.6011139036	5.6354262155	6.6253024114	3.3555619717
100	2700	3.6008962218	5.6362395675	6.6253025074	3.6521379948
100	2800	3.6006922070	5.6329408796	6.6253026161	3.8239011765
100	2900	3.6005006192	5.6337898527	6.6253027342	3.9831340313
100	3000	3.6003203632	5.6345863149	6.6253028590	3.9951710701
100	3100	3.6001504683	5.6316647797	6.6253029885	4.3176319599
100	3200	3.5999900710	5.6324819662	6.6253031210	4.3439900875
100	3300	3.5998384008	5.6332526107	6.6253032553	4.6110739708
100	3400	3.5996947678	5.6306311197	6.6253033902	4.6595830917
100	3500	3.5995585529	5.6314134711	6.6253035251	4.8226029873
100	3600	3.5994291984	5.6321545995	6.6253036593	5.0321509838
100	3700	3.5993062011	5.6297773875	6.6253037923	5.1812980175
100	3800	3.5991891058	5.6305246114	6.6253039236	5.3336122036
100	3900	3.5990774992	5.6312352399	6.6253040531	5.4162940979
100	4000	3.5989710059	5.6290607135	6.6253041805	5.5988450050
